<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
14/05/21,000000,0.0134700,0.0135200,0.0134490,0.0134960,259
16/05/21,000000,0.0134710,0.0134940,0.0133590,0.0134550,63
17/05/21,000000,0.0134550,0.0135140,0.0134540,0.0135070,287
18/05/21,000000,0.0135010,0.0135550,0.0134640,0.0135330,288
19/05/21,000000,0.0135300,0.0135550,0.0134940,0.0135170,283
20/05/21,000000,0.0135350,0.0136130,0.0134800,0.0135630,270
21/05/21,000000,0.0135650,0.0135910,0.0135390,0.0135450,260
23/05/21,000000,0.0135450,0.0135670,0.0135290,0.0135380,52
24/05/21,000000,0.0135460,0.0135830,0.0135020,0.0135700,287
25/05/21,000000,0.0135700,0.0136120,0.0135500,0.0135610,287
26/05/21,000000,0.0135570,0.0136080,0.0135330,0.0135570,288
27/05/21,000000,0.0135520,0.0135950,0.0135290,0.0135720,287
28/05/21,000000,0.0135690,0.0136390,0.0135360,0.0136250,258
30/05/21,000000,0.0136230,0.0136560,0.0136010,0.0136400,66
31/05/21,000000,0.0136050,0.0136210,0.0135680,0.0135810,287
01/06/21,000000,0.0135840,0.0136330,0.0135200,0.0135560,288
02/06/21,000000,0.0135630,0.0136520,0.0135320,0.0136270,287
03/06/21,000000,0.0136220,0.0136450,0.0135930,0.0136170,287
04/06/21,000000,0.0136140,0.0137060,0.0135980,0.0137060,262
06/06/21,000000,0.0136850,0.0136950,0.0136180,0.0136720,52
07/06/21,000000,0.0136490,0.0137030,0.0136490,0.0136920,288
08/06/21,000000,0.0137000,0.0138040,0.0136770,0.0137950,288
09/06/21,000000,0.0137950,0.0138450,0.0137440,0.0137820,286
10/06/21,000000,0.0137810,0.0139080,0.0137760,0.0138890,288
11/06/21,000000,0.0138900,0.0139340,0.0137990,0.0138520,258
13/06/21,000000,0.0138590,0.0138590,0.0138110,0.0138300,48
14/06/21,000000,0.0138290,0.0138500,0.0137830,0.0138410,287
15/06/21,000000,0.0138390,0.0138940,0.0137830,0.0138070,288
16/06/21,000000,0.0138020,0.0139120,0.0137220,0.0137450,287
17/06/21,000000,0.0137690,0.0138270,0.0137220,0.0138090,286
18/06/21,000000,0.0137590,0.0138280,0.0136860,0.0137130,262
20/06/21,000000,0.0137130,0.0137480,0.0136840,0.0136900,77
21/06/21,000000,0.0136900,0.0137190,0.0136030,0.0136330,287
22/06/21,000000,0.0136250,0.0136920,0.0136060,0.0136770,287
23/06/21,000000,0.0136800,0.0137770,0.0136530,0.0137200,287
24/06/21,000000,0.0137260,0.0138220,0.0137210,0.0137870,287
